Country,entry,date
Nigeria,24624.0,2018-08-01
Saudi Arabia,30866.0,2018-08-01
Panama,13394.0,2018-08-01
Trinidad And Tobago,21228.0,2018-08-01
Singapore,13232.0,2018-08-01
Turkey,18193.0,2018-08-01
Hong Kong,14363.0,2018-08-01
Portugal,17334.0,2018-08-01
Finland,7467.0,2018-08-01
South Africa,11637.0,2018-08-01
Haiti,13466.0,2018-08-01
Vietnam,17289.0,2018-08-01
United Kingdom,491959.0,2017-08-01
Japan,392925.0,2017-08-01
"China, PRC",406161.0,2017-08-01
South Korea,202835.0,2017-08-01
Brazil,150610.0,2017-08-01
Germany,210351.0,2017-08-01
France,190869.0,2017-08-01
India,134583.0,2017-08-01
Australia,119907.0,2017-08-01
Italy,161367.0,2017-08-01
Argentina,81869.0,2017-08-01
Colombia,65841.0,2017-08-01
Spain,114916.0,2017-08-01
Netherlands,66654.0,2017-08-01
Ireland,42230.0,2017-08-01
Sweden,28955.0,2017-08-01
Venezuela,55459.0,2017-08-01
Taiwan,43815.0,2017-08-01
Switzerland,34207.0,2017-08-01
Dominican Republic,39142.0,2017-08-01
Ecuador,47480.0,2017-08-01
Israel,44098.0,2017-08-01
Chile,25463.0,2017-08-01
Denmark,22685.0,2017-08-01
Costa Rica,18034.0,2017-08-01
Philippines,22780.0,2017-08-01
New Zealand,29473.0,2017-08-01
Peru,23309.0,2017-08-01
Belgium,26131.0,2017-08-01
Jamaica,32686.0,2017-08-01
Norway,16419.0,2017-08-01
Bahamas,45774.0,2017-08-01
Guatemala,17911.0,2017-08-01
Russia,26562.0,2017-08-01
Honduras,17224.0,2017-08-01
El Salvador,13314.0,2017-08-01
Poland,21798.0,2017-08-01
Austria,19896.0,2017-08-01
Nigeria,28649.0,2017-08-01
Saudi Arabia,39464.0,2017-08-01
Panama,10955.0,2017-08-01
Trinidad And Tobago,22166.0,2017-08-01
Singapore,11955.0,2017-08-01
Turkey,20657.0,2017-08-01
Hong Kong,14362.0,2017-08-01
Portugal,15110.0,2017-08-01
Finland,7817.0,2017-08-01
South Africa,11136.0,2017-08-01
Haiti,14434.0,2017-08-01
Vietnam,16061.0,2017-08-01
United Kingdom,506056.0,2016-08-01
Japan,377614.0,2016-08-01
"China, PRC",395634.0,2016-08-01
South Korea,171043.0,2016-08-01
Brazil,125067.0,2016-08-01
Germany,213302.0,2016-08-01
France,189564.0,2016-08-01
India,126351.0,2016-08-01
Australia,118379.0,2016-08-01
Italy,154125.0,2016-08-01
Argentina,73452.0,2016-08-01
Colombia,64061.0,2016-08-01
Spain,107861.0,2016-08-01
Netherlands,60363.0,2016-08-01
Ireland,35196.0,2016-08-01
Sweden,31067.0,2016-08-01
Venezuela,65847.0,2016-08-01
Taiwan,41686.0,2016-08-01
Switzerland,37508.0,2016-08-01
Dominican Republic,31459.0,2016-08-01
Ecuador,43741.0,2016-08-01
Israel,40810.0,2016-08-01
Chile,26037.0,2016-08-01
Denmark,20024.0,2016-08-01
Costa Rica,16198.0,2016-08-01
Philippines,18888.0,2016-08-01
New Zealand,30550.0,2016-08-01
Peru,22808.0,2016-08-01
Belgium,25354.0,2016-08-01
Jamaica,29548.0,2016-08-01
Norway,15025.0,2016-08-01
Bahamas,42239.0,2016-08-01
Guatemala,16990.0,2016-08-01
Russia,22632.0,2016-08-01
Honduras,16310.0,2016-08-01
El Salvador,13221.0,2016-08-01
Poland,17737.0,2016-08-01
Austria,20185.0,2016-08-01
Nigeria,28333.0,2016-08-01
Saudi Arabia,58942.0,2016-08-01
Panama,11365.0,2016-08-01
Trinidad And Tobago,22073.0,2016-08-01
Singapore,12247.0,2016-08-01
Turkey,15823.0,2016-08-01
Hong Kong,12724.0,2016-08-01
Portugal,14852.0,2016-08-01
Finland,8365.0,2016-08-01
South Africa,9944.0,2016-08-01
Haiti,16097.0,2016-08-01
Vietnam,14706.0,2016-08-01
United Kingdom,542259.0,2015-08-01
Japan,394284.0,2015-08-01
"China, PRC",360291.0,2015-08-01
South Korea,161642.0,2015-08-01
Brazil,168889.0,2015-08-01
Germany,247876.0,2015-08-01
France,202284.0,2015-08-01
India,128317.0,2015-08-01
Australia,136404.0,2015-08-01
Italy,158616.0,2015-08-01
Argentina,68061.0,2015-08-01
Colombia,67311.0,2015-08-01
Spain,94968.0,2015-08-01
Netherlands,58413.0,2015-08-01
Ireland,35817.0,2015-08-01
Sweden,32325.0,2015-08-01
Venezuela,66033.0,2015-08-01
Taiwan,43336.0,2015-08-01
Switzerland,43264.0,2015-08-01
Dominican Republic,27024.0,2015-08-01
Ecuador,41056.0,2015-08-01
Israel,42040.0,2015-08-01
Chile,26856.0,2015-08-01
Denmark,22244.0,2015-08-01
Costa Rica,13222.0,2015-08-01
Philippines,18151.0,2015-08-01
New Zealand,31982.0,2015-08-01
Peru,23412.0,2015-08-01
Belgium,29543.0,2015-08-01
Jamaica,27785.0,2015-08-01
Norway,16441.0,2015-08-01
Bahamas,36631.0,2015-08-01
Guatemala,14382.0,2015-08-01
Russia,22548.0,2015-08-01
Honduras,14406.0,2015-08-01
El Salvador,13351.0,2015-08-01
Poland,16732.0,2015-08-01
Austria,22106.0,2015-08-01
Nigeria,31844.0,2015-08-01
Saudi Arabia,57797.0,2015-08-01
Panama,11582.0,2015-08-01
Trinidad And Tobago,22095.0,2015-08-01
Singapore,12759.0,2015-08-01
Turkey,16330.0,2015-08-01
Hong Kong,12620.0,2015-08-01
Portugal,12646.0,2015-08-01
Finland,8746.0,2015-08-01
South Africa,11129.0,2015-08-01
Haiti,11186.0,2015-08-01
Vietnam,13467.0,2015-08-01
United Kingdom,440801.0,2014-08-01
Japan,403964.0,2014-08-01
"China, PRC",314081.0,2014-08-01
South Korea,150522.0,2014-08-01
Brazil,188018.0,2014-08-01
Germany,245976.0,2014-08-01
France,205799.0,2014-08-01
India,111035.0,2014-08-01
Australia,119919.0,2014-08-01
Italy,154013.0,2014-08-01
Argentina,53402.0,2014-08-01
Colombia,72324.0,2014-08-01
Spain,95868.0,2014-08-01
Netherlands,55978.0,2014-08-01
Ireland,32437.0,2014-08-01
Sweden,31233.0,2014-08-01
Venezuela,56657.0,2014-08-01
Taiwan,43904.0,2014-08-01
Switzerland,41189.0,2014-08-01
Dominican Republic,28000.0,2014-08-01
Ecuador,36167.0,2014-08-01
Israel,35084.0,2014-08-01
Chile,21974.0,2014-08-01
Denmark,20747.0,2014-08-01
Costa Rica,11346.0,2014-08-01
Philippines,17890.0,2014-08-01
New Zealand,28446.0,2014-08-01
Peru,19648.0,2014-08-01
Belgium,27487.0,2014-08-01
Jamaica,26422.0,2014-08-01
Norway,18045.0,2014-08-01
Bahamas,38216.0,2014-08-01
Guatemala,14911.0,2014-08-01
Russia,27746.0,2014-08-01
Honduras,12935.0,2014-08-01
El Salvador,9727.0,2014-08-01
Poland,15751.0,2014-08-01
Austria,22351.0,2014-08-01
Nigeria,30766.0,2014-08-01
Saudi Arabia,68356.0,2014-08-01
Panama,10252.0,2014-08-01
Trinidad And Tobago,21003.0,2014-08-01
Singapore,12079.0,2014-08-01
Turkey,14879.0,2014-08-01
Hong Kong,12200.0,2014-08-01
Portugal,13052.0,2014-08-01
Finland,7692.0,2014-08-01
South Africa,10713.0,2014-08-01
Haiti,12086.0,2014-08-01
Vietnam,12632.0,2014-08-01
United Kingdom,419239.0,2013-08-01
Japan,426353.0,2013-08-01
"China, PRC",267949.0,2013-08-01
South Korea,143227.0,2013-08-01
Brazil,155864.0,2013-08-01
Germany,219170.0,2013-08-01
France,192745.0,2013-08-01
India,97633.0,2013-08-01
Australia,123691.0,2013-08-01
Italy,134375.0,2013-08-01
Argentina,51458.0,2013-08-01
Colombia,61169.0,2013-08-01
Spain,84457.0,2013-08-01
Netherlands,53553.0,2013-08-01
Ireland,31911.0,2013-08-01
Sweden,29381.0,2013-08-01
Venezuela,84878.0,2013-08-01
Taiwan,42156.0,2013-08-01
Switzerland,40107.0,2013-08-01
Dominican Republic,25335.0,2013-08-01
Ecuador,29496.0,2013-08-01
Israel,36230.0,2013-08-01
Chile,18018.0,2013-08-01
Denmark,18626.0,2013-08-01
Costa Rica,11751.0,2013-08-01
Philippines,18664.0,2013-08-01
New Zealand,27923.0,2013-08-01
Peru,17921.0,2013-08-01
Belgium,26565.0,2013-08-01
Jamaica,22386.0,2013-08-01
Norway,16958.0,2013-08-01
Bahamas,38543.0,2013-08-01
Guatemala,14350.0,2013-08-01
Russia,29180.0,2013-08-01
Honduras,13321.0,2013-08-01
El Salvador,8806.0,2013-08-01
Poland,14281.0,2013-08-01
Austria,22185.0,2013-08-01
Nigeria,25557.0,2013-08-01
Saudi Arabia,58237.0,2013-08-01
Panama,12696.0,2013-08-01
Trinidad And Tobago,19221.0,2013-08-01
Singapore,11659.0,2013-08-01
Turkey,15195.0,2013-08-01
Hong Kong,12419.0,2013-08-01
Portugal,11697.0,2013-08-01
Finland,7505.0,2013-08-01
South Africa,9993.0,2013-08-01
Haiti,9345.0,2013-08-01
Vietnam,9615.0,2013-08-01
United Kingdom,394608.0,2012-08-01
Japan,425620.0,2012-08-01
"China, PRC",211652.0,2012-08-01
South Korea,131807.0,2012-08-01
Brazil,128586.0,2012-08-01
Germany,207107.0,2012-08-01
France,178230.0,2012-08-01
India,74421.0,2012-08-01
Australia,102067.0,2012-08-01
Italy,139443.0,2012-08-01
Argentina,50755.0,2012-08-01
Colombia,46385.0,2012-08-01
Spain,81899.0,2012-08-01
Netherlands,52952.0,2012-08-01
Ireland,28282.0,2012-08-01
Sweden,25766.0,2012-08-01
Venezuela,82393.0,2012-08-01
Taiwan,30408.0,2012-08-01
Switzerland,39160.0,2012-08-01
Dominican Republic,22664.0,2012-08-01
Ecuador,24207.0,2012-08-01
Israel,31123.0,2012-08-01
Chile,14326.0,2012-08-01
Denmark,17848.0,2012-08-01
Costa Rica,10716.0,2012-08-01
Philippines,12979.0,2012-08-01
New Zealand,20167.0,2012-08-01
Peru,15103.0,2012-08-01
Belgium,26144.0,2012-08-01
Jamaica,18942.0,2012-08-01
Norway,15327.0,2012-08-01
Bahamas,35893.0,2012-08-01
Guatemala,13898.0,2012-08-01
Russia,22140.0,2012-08-01
Honduras,12275.0,2012-08-01
El Salvador,7825.0,2012-08-01
Poland,10752.0,2012-08-01
Austria,20748.0,2012-08-01
Nigeria,18334.0,2012-08-01
Saudi Arabia,39321.0,2012-08-01
Panama,9225.0,2012-08-01
Trinidad And Tobago,20267.0,2012-08-01
Singapore,12078.0,2012-08-01
Turkey,14428.0,2012-08-01
Hong Kong,14238.0,2012-08-01
Portugal,10799.0,2012-08-01
Finland,6758.0,2012-08-01
South Africa,8357.0,2012-08-01
Haiti,7797.0,2012-08-01
Vietnam,8521.0,2012-08-01
United Kingdom,390415.0,2011-08-01
Japan,370786.0,2011-08-01
"China, PRC",154686.0,2011-08-01
South Korea,129505.0,2011-08-01
Brazil,107567.0,2011-08-01
Germany,204262.0,2011-08-01
France,188344.0,2011-08-01
India,71827.0,2011-08-01
Australia,93081.0,2011-08-01
Italy,160597.0,2011-08-01
Argentina,41199.0,2011-08-01
Colombia,36304.0,2011-08-01
Spain,98560.0,2011-08-01
Netherlands,54792.0,2011-08-01
Ireland,27731.0,2011-08-01
Sweden,25734.0,2011-08-01
Venezuela,70686.0,2011-08-01
Taiwan,32999.0,2011-08-01
Switzerland,39463.0,2011-08-01
Dominican Republic,20673.0,2011-08-01
Ecuador,22726.0,2011-08-01
Israel,33321.0,2011-08-01
Chile,13290.0,2011-08-01
Denmark,17507.0,2011-08-01
Costa Rica,9502.0,2011-08-01
Philippines,11909.0,2011-08-01
New Zealand,20092.0,2011-08-01
Peru,12220.0,2011-08-01
Belgium,23844.0,2011-08-01
Jamaica,18282.0,2011-08-01
Norway,14921.0,2011-08-01
Bahamas,34812.0,2011-08-01
Guatemala,12357.0,2011-08-01
Russia,19114.0,2011-08-01
Honduras,10633.0,2011-08-01
El Salvador,7047.0,2011-08-01
Poland,10800.0,2011-08-01
Austria,19592.0,2011-08-01
Nigeria,14283.0,2011-08-01
Saudi Arabia,21031.0,2011-08-01
Panama,7891.0,2011-08-01
Trinidad And Tobago,17820.0,2011-08-01
Singapore,11929.0,2011-08-01
Turkey,15165.0,2011-08-01
Hong Kong,13638.0,2011-08-01
Portugal,11802.0,2011-08-01
Finland,7575.0,2011-08-01
South Africa,7896.0,2011-08-01
Haiti,8357.0,2011-08-01
Vietnam,7889.0,2011-08-01
United Kingdom,439892.0,2019-09-01
Japan,348022.0,2019-09-01
"China, PRC",246200.0,2019-09-01
South Korea,195890.0,2019-09-01
Germany,218054.0,2019-09-01
Brazil,159107.0,2019-09-01
France,129828.0,2019-09-01
India,119966.0,2019-09-01
Australia,148393.0,2019-09-01
Italy,80398.0,2019-09-01
Spain,83671.0,2019-09-01
Colombia,66504.0,2019-09-01
Argentina,72955.0,2019-09-01
Netherlands,61798.0,2019-09-01
Taiwan,45535.0,2019-09-01
Ireland,45928.0,2019-09-01
Switzerland,43128.0,2019-09-01
Israel,49674.0,2019-09-01
Ecuador,39696.0,2019-09-01
Dominican Republic,38701.0,2019-09-01
Sweden,32395.0,2019-09-01
Chile,39821.0,2019-09-01
Venezuela,30104.0,2019-09-01
Denmark,25987.0,2019-09-01
Peru,24174.0,2019-09-01
Philippines,24122.0,2019-09-01
New Zealand,34166.0,2019-09-01
Costa Rica,29046.0,2019-09-01
Belgium,26765.0,2019-09-01
Jamaica,17771.0,2019-09-01
Bahamas,20559.0,2019-09-01
Norway,23746.0,2019-09-01
Russia,21545.0,2019-09-01
Guatemala,20638.0,2019-09-01
Poland,22094.0,2019-09-01
El Salvador,19555.0,2019-09-01
Austria,17739.0,2019-09-01
Honduras,19291.0,2019-09-01
Panama,13848.0,2019-09-01
Trinidad And Tobago,14100.0,2019-09-01
Singapore,15471.0,2019-09-01
Turkey,14064.0,2019-09-01
Saudi Arabia,9098.0,2019-09-01
Hong Kong,14094.0,2019-09-01
Portugal,12428.0,2019-09-01
Nigeria,12543.0,2019-09-01
Finland,9752.0,2019-09-01
Vietnam,11892.0,2019-09-01
Czech Republic,12046.0,2019-09-01
United Arab Emirates,8866.0,2019-09-01
United Kingdom,448180.0,2018-09-01
Japan,305829.0,2018-09-01
"China, PRC",281169.0,2018-09-01
South Korea,192400.0,2018-09-01
Brazil,163168.0,2018-09-01
Germany,231501.0,2018-09-01
France,125266.0,2018-09-01
India,112677.0,2018-09-01
Australia,152174.0,2018-09-01
Italy,77103.0,2018-09-01
Argentina,75120.0,2018-09-01
Colombia,69593.0,2018-09-01
Spain,77811.0,2018-09-01
Netherlands,63146.0,2018-09-01
Ireland,46464.0,2018-09-01
Sweden,35297.0,2018-09-01
Venezuela,39506.0,2018-09-01
Taiwan,42754.0,2018-09-01
Switzerland,45525.0,2018-09-01
Dominican Republic,39755.0,2018-09-01
Ecuador,45784.0,2018-09-01
Israel,59929.0,2018-09-01
Chile,37661.0,2018-09-01
Denmark,28155.0,2018-09-01
Costa Rica,28181.0,2018-09-01
Philippines,23025.0,2018-09-01
New Zealand,34232.0,2018-09-01
Peru,22403.0,2018-09-01
Belgium,27878.0,2018-09-01
Jamaica,18751.0,2018-09-01
Norway,24310.0,2018-09-01
Bahamas,16813.0,2018-09-01
Guatemala,19881.0,2018-09-01
Russia,21830.0,2018-09-01
Honduras,18150.0,2018-09-01
El Salvador,18412.0,2018-09-01
Poland,19944.0,2018-09-01
Austria,17404.0,2018-09-01
Nigeria,15558.0,2018-09-01
Saudi Arabia,10460.0,2018-09-01
Panama,13958.0,2018-09-01
Trinidad And Tobago,12793.0,2018-09-01
Singapore,13718.0,2018-09-01
Turkey,12207.0,2018-09-01
Hong Kong,13541.0,2018-09-01
Portugal,11558.0,2018-09-01
Finland,10301.0,2018-09-01
South Africa,12740.0,2018-09-01
Haiti,9635.0,2018-09-01
Vietnam,10893.0,2018-09-01
United Kingdom,422367.0,2017-09-01
Japan,318531.0,2017-09-01
"China, PRC",299295.0,2017-09-01
South Korea,219849.0,2017-09-01
Brazil,157906.0,2017-09-01
Germany,220937.0,2017-09-01
France,118348.0,2017-09-01
India,100337.0,2017-09-01
Australia,144430.0,2017-09-01
Italy,76042.0,2017-09-01
Argentina,87627.0,2017-09-01
Colombia,54861.0,2017-09-01
Spain,71210.0,2017-09-01
Netherlands,58028.0,2017-09-01
Ireland,44632.0,2017-09-01
Sweden,35741.0,2017-09-01
Venezuela,37677.0,2017-09-01
Taiwan,43325.0,2017-09-01
Switzerland,41446.0,2017-09-01
Dominican Republic,31110.0,2017-09-01
Ecuador,38512.0,2017-09-01
Israel,46000.0,2017-09-01
Chile,29712.0,2017-09-01
Denmark,27980.0,2017-09-01
Costa Rica,23432.0,2017-09-01
Philippines,24048.0,2017-09-01
New Zealand,30648.0,2017-09-01
Peru,20262.0,2017-09-01
Belgium,25885.0,2017-09-01
Jamaica,16935.0,2017-09-01
Norway,25274.0,2017-09-01
Bahamas,12982.0,2017-09-01
Guatemala,17839.0,2017-09-01
Russia,25627.0,2017-09-01
Honduras,16636.0,2017-09-01
El Salvador,15331.0,2017-09-01
Poland,19587.0,2017-09-01
Austria,17662.0,2017-09-01
Nigeria,16752.0,2017-09-01
Saudi Arabia,11772.0,2017-09-01
Panama,12472.0,2017-09-01
Trinidad And Tobago,11069.0,2017-09-01
Singapore,12310.0,2017-09-01
Turkey,15828.0,2017-09-01
Hong Kong,12879.0,2017-09-01
Portugal,10870.0,2017-09-01
Finland,10220.0,2017-09-01
South Africa,11009.0,2017-09-01
Haiti,9600.0,2017-09-01
Vietnam,10004.0,2017-09-01
United Kingdom,444589.0,2016-09-01
Japan,344378.0,2016-09-01
"China, PRC",309938.0,2016-09-01
South Korea,179262.0,2016-09-01
Brazil,142115.0,2016-09-01
Germany,219880.0,2016-09-01
France,126968.0,2016-09-01
India,98334.0,2016-09-01
Australia,148949.0,2016-09-01
Italy,79906.0,2016-09-01
Argentina,90739.0,2016-09-01
Colombia,64775.0,2016-09-01
Spain,71407.0,2016-09-01
Netherlands,61809.0,2016-09-01
Ireland,42649.0,2016-09-01
Sweden,42039.0,2016-09-01
Venezuela,50015.0,2016-09-01
Taiwan,44552.0,2016-09-01
Switzerland,44286.0,2016-09-01
Dominican Republic,30138.0,2016-09-01
Ecuador,38377.0,2016-09-01
Israel,49848.0,2016-09-01
Chile,34660.0,2016-09-01
Denmark,29223.0,2016-09-01
Costa Rica,25777.0,2016-09-01
Philippines,23938.0,2016-09-01
New Zealand,35082.0,2016-09-01
Peru,23242.0,2016-09-01
Belgium,28024.0,2016-09-01
Jamaica,18784.0,2016-09-01
Norway,24648.0,2016-09-01
Bahamas,17165.0,2016-09-01
Guatemala,20065.0,2016-09-01
Russia,26115.0,2016-09-01
Honduras,16150.0,2016-09-01
El Salvador,15883.0,2016-09-01
Poland,18668.0,2016-09-01
Austria,19773.0,2016-09-01
Nigeria,15887.0,2016-09-01
Saudi Arabia,16439.0,2016-09-01
Panama,15619.0,2016-09-01
Trinidad And Tobago,13506.0,2016-09-01
Singapore,12540.0,2016-09-01
Turkey,23257.0,2016-09-01
Hong Kong,12310.0,2016-09-01
Portugal,10955.0,2016-09-01
Finland,11306.0,2016-09-01
South Africa,10868.0,2016-09-01
Haiti,11959.0,2016-09-01
Vietnam,10029.0,2016-09-01
United Kingdom,493927.0,2015-09-01
Japan,378325.0,2015-09-01
"China, PRC",271200.0,2015-09-01
South Korea,146037.0,2015-09-01
Brazil,174611.0,2015-09-01
Germany,233027.0,2015-09-01
France,138739.0,2015-09-01
India,93431.0,2015-09-01
Australia,167433.0,2015-09-01
Italy,87856.0,2015-09-01
Argentina,83557.0,2015-09-01
Colombia,62093.0,2015-09-01
Spain,70057.0,2015-09-01
Netherlands,65129.0,2015-09-01
Ireland,41636.0,2015-09-01
Sweden,42055.0,2015-09-01
Venezuela,46708.0,2015-09-01
Taiwan,39631.0,2015-09-01
Switzerland,53002.0,2015-09-01
Dominican Republic,28157.0,2015-09-01
Ecuador,34080.0,2015-09-01
Israel,57393.0,2015-09-01
Chile,32071.0,2015-09-01
Denmark,31063.0,2015-09-01
Costa Rica,22046.0,2015-09-01
Philippines,19441.0,2015-09-01
New Zealand,34192.0,2015-09-01
Peru,21683.0,2015-09-01
Belgium,31124.0,2015-09-01
Jamaica,17605.0,2015-09-01
Norway,30076.0,2015-09-01
Bahamas,14156.0,2015-09-01
Guatemala,18077.0,2015-09-01
Russia,23079.0,2015-09-01
Honduras,14971.0,2015-09-01
El Salvador,14990.0,2015-09-01
Poland,17450.0,2015-09-01
Austria,21093.0,2015-09-01
Nigeria,17509.0,2015-09-01
Saudi Arabia,25113.0,2015-09-01
Panama,16161.0,2015-09-01
Trinidad And Tobago,14058.0,2015-09-01
Singapore,12669.0,2015-09-01
Turkey,19315.0,2015-09-01
Hong Kong,12212.0,2015-09-01
Portugal,9712.0,2015-09-01
Finland,10750.0,2015-09-01
South Africa,11247.0,2015-09-01
Haiti,10597.0,2015-09-01
Vietnam,9962.0,2015-09-01
United Kingdom,404653.0,2014-09-01
Japan,343185.0,2014-09-01
"China, PRC",214186.0,2014-09-01
South Korea,120384.0,2014-09-01
Brazil,193403.0,2014-09-01
Germany,221635.0,2014-09-01
France,123514.0,2014-09-01
India,81808.0,2014-09-01
Australia,149519.0,2014-09-01
Italy,79915.0,2014-09-01
Argentina,62072.0,2014-09-01
Colombia,68441.0,2014-09-01
Spain,65818.0,2014-09-01
Netherlands,58354.0,2014-09-01
Ireland,37538.0,2014-09-01
Sweden,40538.0,2014-09-01
Venezuela,45492.0,2014-09-01
Taiwan,37961.0,2014-09-01
Switzerland,47926.0,2014-09-01
Dominican Republic,22816.0,2014-09-01
Ecuador,34988.0,2014-09-01
Israel,39063.0,2014-09-01
Chile,26820.0,2014-09-01
Denmark,27052.0,2014-09-01
Costa Rica,18941.0,2014-09-01
Philippines,17560.0,2014-09-01
New Zealand,31005.0,2014-09-01
Peru,19051.0,2014-09-01
Belgium,28181.0,2014-09-01
Jamaica,13594.0,2014-09-01
Norway,30139.0,2014-09-01
Bahamas,12486.0,2014-09-01
Guatemala,16633.0,2014-09-01
Russia,24760.0,2014-09-01
Honduras,12890.0,2014-09-01
El Salvador,10899.0,2014-09-01
Poland,15700.0,2014-09-01
Austria,18776.0,2014-09-01
Nigeria,16315.0,2014-09-01
Saudi Arabia,26585.0,2014-09-01
Panama,14966.0,2014-09-01
Trinidad And Tobago,11283.0,2014-09-01
Singapore,12232.0,2014-09-01
Turkey,15178.0,2014-09-01
Hong Kong,11662.0,2014-09-01
Portugal,9100.0,2014-09-01
Finland,10016.0,2014-09-01
South Africa,10750.0,2014-09-01
Haiti,9389.0,2014-09-01
Vietnam,9681.0,2014-09-01
United Kingdom,380564.0,2013-09-01
Japan,353495.0,2013-09-01
"China, PRC",184267.0,2013-09-01
South Korea,123909.0,2013-09-01
Brazil,169284.0,2013-09-01
Germany,218008.0,2013-09-01
France,124377.0,2013-09-01
India,72106.0,2013-09-01
Australia,155032.0,2013-09-01
Italy,70935.0,2013-09-01
Argentina,64705.0,2013-09-01
Colombia,57939.0,2013-09-01
Spain,59969.0,2013-09-01
Netherlands,57865.0,2013-09-01
Ireland,36149.0,2013-09-01
Sweden,37078.0,2013-09-01
Venezuela,80905.0,2013-09-01
Taiwan,38390.0,2013-09-01
Switzerland,48582.0,2013-09-01
Dominican Republic,20001.0,2013-09-01
Ecuador,24220.0,2013-09-01
Israel,43883.0,2013-09-01
Chile,23371.0,2013-09-01
Denmark,24027.0,2013-09-01
Costa Rica,16283.0,2013-09-01
Philippines,17396.0,2013-09-01
New Zealand,31233.0,2013-09-01
Peru,15817.0,2013-09-01
Belgium,26566.0,2013-09-01
Jamaica,11960.0,2013-09-01
Norway,27435.0,2013-09-01
Bahamas,13164.0,2013-09-01
Guatemala,14533.0,2013-09-01
Russia,26788.0,2013-09-01
Honduras,11390.0,2013-09-01
El Salvador,8400.0,2013-09-01
Poland,13142.0,2013-09-01
Austria,17970.0,2013-09-01
Nigeria,14459.0,2013-09-01
Saudi Arabia,17610.0,2013-09-01
Panama,11978.0,2013-09-01
Trinidad And Tobago,11043.0,2013-09-01
Singapore,12059.0,2013-09-01
Turkey,12061.0,2013-09-01
Hong Kong,10280.0,2013-09-01
Portugal,8781.0,2013-09-01
Finland,9520.0,2013-09-01
South Africa,10491.0,2013-09-01
Haiti,8192.0,2013-09-01
Vietnam,6648.0,2013-09-01
United Kingdom,387206.0,2012-09-01
Japan,349837.0,2012-09-01
"China, PRC",151130.0,2012-09-01
South Korea,103249.0,2012-09-01
Brazil,153710.0,2012-09-01
Germany,208484.0,2012-09-01
France,115512.0,2012-09-01
India,65351.0,2012-09-01
Australia,143795.0,2012-09-01
Italy,66417.0,2012-09-01
Argentina,62890.0,2012-09-01
Colombia,46128.0,2012-09-01
Spain,53761.0,2012-09-01
Netherlands,56012.0,2012-09-01
Ireland,30930.0,2012-09-01
Sweden,33387.0,2012-09-01
Venezuela,65525.0,2012-09-01
Taiwan,24539.0,2012-09-01
Switzerland,46494.0,2012-09-01
Dominican Republic,20799.0,2012-09-01
Ecuador,19255.0,2012-09-01
Israel,41684.0,2012-09-01
Chile,23108.0,2012-09-01
Denmark,24273.0,2012-09-01
Costa Rica,15856.0,2012-09-01
Philippines,15601.0,2012-09-01
New Zealand,22272.0,2012-09-01
Peru,14342.0,2012-09-01
Belgium,25765.0,2012-09-01
Jamaica,12309.0,2012-09-01
Norway,24639.0,2012-09-01
Bahamas,13439.0,2012-09-01
Guatemala,14427.0,2012-09-01
Russia,22225.0,2012-09-01
Honduras,10344.0,2012-09-01
El Salvador,8332.0,2012-09-01
Poland,10517.0,2012-09-01
Austria,16649.0,2012-09-01
Nigeria,9392.0,2012-09-01
Saudi Arabia,17186.0,2012-09-01
Panama,12584.0,2012-09-01
Trinidad And Tobago,11304.0,2012-09-01
Singapore,12690.0,2012-09-01
Turkey,11561.0,2012-09-01
Hong Kong,12685.0,2012-09-01
Portugal,8457.0,2012-09-01
Finland,8978.0,2012-09-01
South Africa,9427.0,2012-09-01
Haiti,8503.0,2012-09-01
Vietnam,5973.0,2012-09-01
United Kingdom,390288.0,2011-09-01
Japan,320128.0,2011-09-01
"China, PRC",113528.0,2011-09-01
South Korea,95192.0,2011-09-01
Brazil,134218.0,2011-09-01
Germany,202170.0,2011-09-01
France,121976.0,2011-09-01
India,56106.0,2011-09-01
Australia,123802.0,2011-09-01
Italy,69870.0,2011-09-01
Argentina,52144.0,2011-09-01
Colombia,36587.0,2011-09-01
Spain,65031.0,2011-09-01
Netherlands,57791.0,2011-09-01
Ireland,34142.0,2011-09-01
Sweden,34720.0,2011-09-01
Venezuela,58844.0,2011-09-01
Taiwan,26644.0,2011-09-01
Switzerland,47572.0,2011-09-01
Dominican Republic,19126.0,2011-09-01
Ecuador,18755.0,2011-09-01
Israel,31911.0,2011-09-01
Chile,18894.0,2011-09-01
Denmark,25216.0,2011-09-01
Costa Rica,15485.0,2011-09-01
Philippines,14632.0,2011-09-01
New Zealand,18027.0,2011-09-01
Peru,12343.0,2011-09-01
Belgium,26396.0,2011-09-01
Jamaica,11486.0,2011-09-01
Norway,23254.0,2011-09-01
Bahamas,12913.0,2011-09-01
Guatemala,13538.0,2011-09-01
Russia,16901.0,2011-09-01
Honduras,10326.0,2011-09-01
El Salvador,8176.0,2011-09-01
Poland,11029.0,2011-09-01
Austria,17366.0,2011-09-01
Nigeria,7262.0,2011-09-01
Saudi Arabia,17060.0,2011-09-01
Panama,10362.0,2011-09-01
Trinidad And Tobago,10759.0,2011-09-01
Singapore,12833.0,2011-09-01
Turkey,9933.0,2011-09-01
Hong Kong,11766.0,2011-09-01
Portugal,8741.0,2011-09-01
Finland,8395.0,2011-09-01
